Wall time,Step,Value
1746332630.7928934,1414,40.0
1746332630.850813,1415,42.0
1746332631.0550282,1419,55.0
1746332631.2095418,1422,41.0
1746332631.4336123,1426,32.0
1746332631.481739,1427,32.0
1746332631.5303588,1428,36.0
1746332631.7393625,1432,34.0
1746332631.7975159,1433,36.0
1746332631.8433473,1434,28.0
1746332631.9798417,1436,50.0
1746332632.0890179,1438,45.0
1746332632.2110865,1440,32.0
1746332632.3206491,1442,43.0
1746332632.7162368,1450,47.0
1746332632.9259584,1455,38.0
1746332632.9951267,1456,40.0
1746332633.5699642,1465,39.0
1746332633.6175802,1466,33.0
1746332634.2860184,1477,41.0
1746332634.5539148,1482,30.0
1746332634.7218428,1485,46.0
1746332634.809923,1486,54.0
1746332635.0720143,1489,55.0
1746332635.2541094,1491,56.0
1746332635.3371012,1492,40.0
1746332636.1841276,1500,53.0
1746332636.29363,1501,56.0
1746332636.348417,1502,27.0
1746332636.4491072,1503,64.0
1746332636.6809778,1506,39.0
1746332636.8409507,1508,41.0
1746332636.947586,1509,54.0
1746332637.0269895,1510,38.0
1746332637.7535243,1518,48.0
1746332638.2012708,1523,40.0
1746332638.2946932,1524,36.0
1746332638.5134585,1527,43.0
1746332639.356896,1534,30.0
1746332639.5531409,1536,51.0
1746332640.3244185,1546,60.0
1746332640.8654294,1551,88.0
1746332640.973676,1552,53.0
1746332641.2600465,1554,65.0
1746332641.3570967,1555,53.0
1746332642.0479484,1561,41.0
1746332642.126519,1562,41.0
1746332642.556589,1568,38.0
1746332642.6211784,1569,32.0
1746332643.5131028,1578,32.0
1746332643.849834,1582,42.0
1746332644.0892484,1584,62.0
1746332644.4200308,1588,31.0
1746332645.3239527,1597,31.0
1746332645.4759371,1599,37.0
1746332645.7842445,1602,45.0
1746332646.0311985,1604,59.0
1746332646.1626472,1605,61.0
1746332646.8080575,1610,47.0
1746332647.063702,1613,29.0
1746332647.45677,1618,31.0
1746332647.5917645,1620,35.0
1746332648.031142,1624,64.0
1746332648.280816,1626,70.0
1746332648.4272437,1627,82.0
1746332648.5655453,1628,72.0
1746332648.8932965,1630,86.0
1746332649.118737,1632,49.0
1746332649.4880424,1637,37.0
1746332649.7187846,1640,34.0
1746332649.8613746,1642,35.0
1746332650.144178,1645,70.0
1746332650.6570842,1648,125.0
1746332651.2834368,1652,110.0
1746332651.841419,1655,143.0
1746332652.2485123,1659,53.0
1746332652.296638,1660,38.0
1746332652.343357,1661,34.0
1746332652.6533797,1668,41.0
1746332652.7950394,1670,56.0
1746332652.9815438,1672,87.0
1746332653.226207,1675,72.0
1746332653.3279667,1676,73.0
1746332653.6840837,1682,41.0
