Wall time,Step,Value
1746332917.7197323,2327,28.0
1746332918.0736358,2332,30.0
1746332918.2268786,2334,46.0
1746332918.3130834,2335,49.0
1746332918.416049,2336,161.0
1746332921.1638412,2337,14167.0
1746332955.381232,2345,28620.0
1746332956.1348221,2354,43.0
1746332956.4319315,2359,43.0
1746332956.9997475,2367,34.0
1746332957.0634534,2368,37.0
1746332957.4668846,2371,1306.0
1746332970.0469368,2375,20120.0
1746332973.339021,2378,4247.0
1746332976.9140244,2382,1828.0
1746332977.4489102,2385,126.0
1746332977.9208925,2388,529.0
1746332978.0176659,2389,72.0
1746332978.1173773,2390,96.0
1746332981.6790924,2392,13653.0
1746333007.3756127,2400,24890.0
1746333014.6460602,2402,26440.0
1746333021.6108494,2404,27440.0
1746333024.1425617,2406,580.0
1746333024.4463553,2411,30.0
1746333024.6774936,2416,36.0
1746333025.0719097,2424,35.0
1746333025.1385772,2425,133.0
1746333025.189944,2426,58.0
1746333025.571831,2430,138.0
1746333025.9808846,2433,74.0
1746333026.1713312,2436,111.0
1746333026.6723187,2444,118.0
1746333030.190106,2446,27450.0
1746333044.2515,2450,28580.0
1746333047.7757568,2451,26000.0
1746333051.2096345,2452,26400.0
1746333054.6350133,2453,25260.0
1746333058.2233093,2455,1966.0
1746333058.3376389,2457,118.0
1746333058.5144758,2460,59.0
1746333058.7011435,2463,125.0
1746333058.8169343,2464,379.0
1746333059.0369198,2466,914.0
1746333059.7607312,2468,3311.0
1746333066.603658,2475,12955.0
1746333067.295173,2479,117.0
1746333067.4311981,2481,34.0
1746333067.5600243,2483,161.0
1746333067.6978557,2485,82.0
1746333067.7594695,2486,74.0
1746333067.8517025,2488,30.0
1746333068.0047538,2491,53.0
1746333068.1081958,2493,31.0
1746333068.2714586,2496,158.0
1746333068.377665,2498,44.0
1746333068.580988,2501,143.0
1746333068.6409082,2502,117.0
1746333068.7005537,2503,37.0
1746333078.4176338,2513,29780.0
1746333078.5054653,2514,232.0
1746333079.1663985,2516,3487.0
1746333082.5503943,2517,29740.0
1746333084.3921926,2518,14596.0
