Wall time,Step,Value
1746332894.5135887,2308,1196.0
1746332916.9899466,2317,1.0
1746332917.0669348,2318,0.0
1746332917.1423547,2319,1.0
1746332917.2151673,2320,0.0
1746332917.3729808,2322,0.0
1746332917.5160422,2324,0.0
1746332917.7197323,2327,0.0
1746332918.0736358,2332,0.0
1746332918.2268786,2334,1.0
1746332918.3130834,2335,1.0
1746332918.4170856,2336,7.0
1746332921.1638412,2337,581.0
1746332955.381232,2345,1194.0
1746332956.1348221,2354,1.0
1746332956.4319315,2359,1.0
1746332956.9997475,2367,0.0
1746332957.0634534,2368,0.0
1746332957.4668846,2371,59.0
1746332970.0469368,2375,1194.0
1746332973.339021,2378,276.0
1746332976.9140244,2382,78.0
1746332977.4489102,2385,7.0
1746332977.9208925,2388,22.0
1746332978.0176659,2389,3.0
1746332978.1173773,2390,5.0
1746332981.6790924,2392,747.0
1746333007.3756127,2400,1197.0
1746333014.6460602,2402,1196.0
1746333021.6108494,2404,1194.0
1746333024.1425617,2406,18.0
1746333024.4463553,2411,0.0
1746333024.6774936,2416,0.0
1746333025.0719097,2424,0.0
1746333025.1385772,2425,5.0
1746333025.189944,2426,2.0
1746333025.571831,2430,5.0
1746333025.9808846,2433,3.0
1746333026.1713312,2436,6.0
1746333026.6723187,2444,5.0
1746333030.190106,2446,1191.0
1746333044.2515,2450,1196.0
1746333047.7757568,2451,1194.0
1746333051.2096345,2452,1194.0
1746333054.6350133,2453,1192.0
1746333058.2233093,2455,73.0
1746333058.3386416,2457,5.0
1746333058.5144758,2460,2.0
1746333058.7011435,2463,6.0
1746333058.8169343,2464,21.0
1746333059.0369198,2466,37.0
1746333059.7607312,2468,174.0
1746333066.603658,2475,600.0
1746333067.295173,2479,5.0
1746333067.4311981,2481,0.0
1746333067.5600243,2483,7.0
1746333067.6978557,2485,4.0
1746333067.7594695,2486,3.0
1746333067.8517025,2488,0.0
1746333068.0047538,2491,2.0
1746333068.1081958,2493,0.0
1746333068.2714586,2496,5.0
1746333068.377665,2498,1.0
1746333068.580988,2501,7.0
1746333068.6409082,2502,5.0
1746333068.7005537,2503,0.0
1746333078.4176338,2513,1194.0
1746333078.5054653,2514,10.0
1746333079.1663985,2516,131.0
1746333082.5503943,2517,1194.0
1746333084.3921926,2518,596.0
1746333087.9286406,2519,1196.0
1746333099.3538854,2522,1197.0
1746333103.047175,2523,1195.0
1746333108.77774,2525,528.0
1746333113.6369262,2528,10.0
1746333113.8096514,2530,2.0
1746333113.9545681,2532,0.0
1746333114.1018589,2534,0.0
1746333114.7728853,2543,0.0
1746333114.8450775,2544,0.0
1746333115.0711026,2547,0.0
1746333115.2370012,2549,0.0
1746333115.3867414,2551,1.0
1746333115.6229098,2553,16.0
1746333117.3332932,2555,269.0
1746333122.2889702,2556,1193.0
1746333133.1999907,2559,1193.0
1746333135.3714106,2565,8.0
1746333135.4475732,2566,2.0
1746333135.6678395,2570,2.0
1746333135.8341956,2573,4.0
1746333136.0425565,2576,7.0
1746333136.23074,2578,29.0
1746333136.2994134,2579,7.0
1746333136.6098242,2583,10.0
1746333136.8905506,2587,2.0
1746333137.2232156,2590,6.0
1746333137.702277,2591,167.0
1746333138.1265852,2592,128.0
1746333138.972965,2593,285.0
1746333140.9155223,2596,277.0
1746333142.4131901,2600,73.0
1746333143.8647134,2602,284.0
1746333147.6429365,2606,371.0
1746333149.0346391,2607,280.0
1746333149.4869316,2609,5.0
1746333149.9595876,2610,97.0
1746333151.197342,2615,83.0
1746333152.1878476,2618,41.0
1746333157.732792,2619,1189.0
1746333169.3940103,2621,1196.0
1746333178.524026,2623,1195.0
1746333186.6156356,2625,1197.0
1746333191.1853728,2626,1196.0
1746333209.102764,2629,1196.0
1746333214.9849946,2630,1195.0
1746333222.0362368,2632,1189.0
1746333222.4254692,2635,3.0
1746333222.5124998,2636,0.0
1746333222.79047,2638,0.0
1746333223.2458694,2644,0.0
1746333223.454268,2647,0.0
1746333223.6547363,2650,0.0
1746333223.7289376,2651,0.0
1746333224.068478,2655,2.0
1746333231.938464,2661,1192.0
1746333250.297066,2674,3.0
1746333250.6098127,2678,1.0
